"PRODUCTNAME","HARDWAREBOARDTYPE","FIRMWAREBUILDNUMBER","FIRMWAREVERSION","SERIALNUMBER","DISPLAYNAME","FEATURES.0","NUMBEROFLIGHTS","LIGHTS.0.ON","LIGHTS.0.BRIGHTNESS","LIGHTS.0.TEMPERATURE","DEVICE","MANUFACTURER","HOSTNAME","URL","IPV4","IPV6","PORT","MAC","SKU","SETTINGS.POWERONBEHAVIOR","SETTINGS.POWERONBRIGHTNESS","SETTINGS.POWERONTEMPERATURE","SETTINGS.SWITCHONDURATIONMS","SETTINGS.SWITCHOFFDURATIONMS","SETTINGS.COLORCHANGEDURATIONMS"
"Elgato Key Light Air",200,199,"1.0.3","CW16K1A01748","Front  Right","lights",1,0,31,179,"Elgato Key Light Air 0C2C","Elgato","elgato-key-light-air-0c2c.local","http://192.168.0.132:9123","192.168.0.132","N/A",9123,"3C:6A:9D:19:7B:75","20LAB9901",1,20,213,100,300,100
